RUID,CurrentBusStop,DestinationBusStop,Route,Date,Time
137953532,Busch Student Center,Science Building,B,03/21/2017,00:20
125525458,Livingston Plaza,Quads,B,03/21/2017,19:36
157212696,Livingston Student Center,Busch Suites,B,03/21/2017,16:12
116142715,Quads,Hill Center,B,03/21/2017,16:20
140817830,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,15:01
189870490,Hill Center,Livingston Plaza,B,03/21/2017,21:48
136501787,Science Building,Livingston Student Center,B,03/21/2017,09:19
192931419,Library of Science,Library of Science,B,03/21/2017,10:55
107026261,Busch Suites,Busch Student Center,B,03/21/2017,02:06
126920636,Busch Student Center,Science Building,B,03/21/2017,20:16
171460300,Livingston Plaza,Quads,B,03/21/2017,07:13
174363985,Livingston Student Center,Busch Suites,B,03/21/2017,03:21
112221567,Quads,Hill Center,B,03/21/2017,13:08
168130999,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,23:09
148567331,Hill Center,Livingston Plaza,B,03/21/2017,10:23
105008205,Science Building,Livingston Student Center,B,03/21/2017,16:01
103310270,Library of Science,Library of Science,B,03/21/2017,20:46
137128038,Quads,Busch Student Center,B,03/21/2017,20:33
183067315,Werblin Back Entrance,Science Building,B,03/21/2017,14:53
165244493,Hill Center,Quads,B,03/21/2017,21:21
136087936,Science Building,Busch Suites,B,03/21/2017,15:05
172382869,Library of Science,Hill Center,B,03/21/2017,23:59
195559279,Busch Suites,Werblin Back Entrance,B,03/21/2017,21:03
181405430,Busch Student Center,Livingston Plaza,B,03/21/2017,22:47
101033213,Livingston Plaza,Livingston Student Center,B,03/21/2017,16:58
130769310,Livingston Student Center,Werblin Back Entrance,B,03/21/2017,13:49
109347697,Quads,Livingston Plaza,B,03/21/2017,10:00
155022707,Werblin Back Entrance,Livingston Student Center,B,03/21/2017,18:31
125385382,Hill Center,Library of Science,B,03/21/2017,20:29
145340260,Science Building,Busch Student Center,B,03/21/2017,16:54
169386274,Library of Science,Science Building,B,03/21/2017,19:19
183198960,Busch Suites,Quads,B,03/21/2017,10:45
193632302,Busch Student Center,Busch Suites,B,03/21/2017,05:53
137562468,Livingston Plaza,Hill Center,B,03/21/2017,21:15
194331234,Livingston Student Center,Werblin Back Entrance,B,03/21/2017,08:00
112578947,Quads,Livingston Plaza,B,03/21/2017,03:37
168919557,Werblin Back Entrance,Livingston Student Center,B,03/21/2017,22:20
104126457,Hill Center,Library of Science,B,03/21/2017,11:50
160653647,Science Building,Busch Student Center,B,03/21/2017,03:01
150029443,Library of Science,Science Building,B,03/21/2017,14:00
191787290,Quads,Quads,B,03/21/2017,18:41
102776451,Werblin Back Entrance,Busch Suites,B,03/21/2017,02:13
149491377,Hill Center,Hill Center,B,03/21/2017,20:40
172506234,Science Building,Werblin Back Entrance,B,03/21/2017,17:17
140403413,Library of Science,Livingston Plaza,B,03/21/2017,04:49
158070372,Busch Suites,Livingston Student Center,B,03/21/2017,10:28
146853802,Busch Student Center,Library of Science,B,03/21/2017,04:32
147953278,Livingston Plaza,Busch Student Center,B,03/21/2017,14:42
104711652,Livingston Student Center,Science Building,B,03/21/2017,16:15
142075254,Quads,Quads,B,03/21/2017,13:53
187704793,Werblin Back Entrance,Busch Suites,B,03/21/2017,13:14
126430641,Hill Center,Hill Center,B,03/21/2017,00:05
166697230,Science Building,Werblin Back Entrance,B,03/21/2017,19:36
109913986,Library of Science,Livingston Plaza,B,03/21/2017,08:40
124820291,Busch Suites,Livingston Student Center,B,03/21/2017,14:55
117669879,Busch Student Center,Library of Science,B,03/21/2017,18:15
165290103,Livingston Plaza,Busch Student Center,B,03/21/2017,19:39
128557074,Livingston Student Center,Science Building,B,03/21/2017,23:03
149265388,Quads,Quads,B,03/21/2017,05:29
106917060,Werblin Back Entrance,Busch Suites,B,03/21/2017,09:55
162082562,Hill Center,Hill Center,B,03/21/2017,23:31
196272317,Science Building,Werblin Back Entrance,B,03/21/2017,11:20
180948765,Library of Science,Livingston Plaza,B,03/21/2017,17:48
105624059,Quads,Livingston Student Center,B,03/21/2017,16:43
171220559,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,23:06
190493110,Hill Center,Livingston Plaza,B,03/21/2017,05:02
135401784,Science Building,Livingston Student Center,B,03/21/2017,10:23
160856405,Library of Science,Library of Science,B,03/21/2017,23:55
130786075,Busch Suites,Busch Student Center,B,03/21/2017,17:38
180346239,Busch Student Center,Science Building,B,03/21/2017,14:45
152732897,Livingston Plaza,Quads,B,03/21/2017,00:18
111495624,Livingston Student Center,Busch Suites,B,03/21/2017,21:02
177565298,Quads,Hill Center,B,03/21/2017,17:15
183295754,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,11:43
135428879,Hill Center,Livingston Plaza,B,03/21/2017,13:37
120580366,Science Building,Livingston Student Center,B,03/21/2017,01:36
113204975,Library of Science,Library of Science,B,03/21/2017,10:19
165750274,Busch Suites,Busch Student Center,B,03/21/2017,00:56
184062720,Busch Student Center,Science Building,B,03/21/2017,00:03
178881521,Livingston Plaza,Quads,B,03/21/2017,20:11
135258604,Livingston Student Center,Busch Suites,B,03/21/2017,22:02
106086665,Quads,Hill Center,B,03/21/2017,10:28
187010786,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,23:39
175781277,Hill Center,Livingston Plaza,B,03/21/2017,10:11
198198895,Science Building,Livingston Student Center,B,03/21/2017,20:17
151670738,Library of Science,Library of Science,B,03/21/2017,20:22
117526772,Quads,Busch Student Center,B,03/21/2017,18:45
177118892,Werblin Back Entrance,Science Building,B,03/21/2017,03:14
120432288,Hill Center,Quads,B,03/21/2017,19:33
151762475,Science Building,Busch Suites,B,03/21/2017,04:28
128317141,Library of Science,Hill Center,B,03/21/2017,16:37
135439473,Busch Suites,Werblin Back Entrance,B,03/21/2017,08:01
193766115,Busch Student Center,Livingston Plaza,B,03/21/2017,21:40
157346176,Livingston Plaza,Livingston Student Center,B,03/21/2017,01:41
101783831,Livingston Student Center,Library of Science,B,03/21/2017,04:28
106536142,Quads,Busch Student Center,B,03/21/2017,09:51
153806036,Werblin Back Entrance,Science Building,B,03/21/2017,00:22
177529535,Hill Center,Quads,B,03/21/2017,10:03
101532778,Science Building,Busch Suites,B,03/21/2017,19:59
154278967,Library of Science,Hill Center,B,03/21/2017,06:16
118354323,Busch Suites,Werblin Back Entrance,B,03/21/2017,20:52
153724610,Busch Student Center,Livingston Plaza,B,03/21/2017,06:05
196281845,Livingston Plaza,Livingston Student Center,B,03/21/2017,18:25
197258858,Livingston Student Center,Werblin Back Entrance,B,03/21/2017,23:30
187162400,Quads,Livingston Plaza,B,03/21/2017,13:47
148835261,Werblin Back Entrance,Livingston Student Center,B,03/21/2017,03:59
194255252,Hill Center,Library of Science,B,03/21/2017,23:48
161622750,Science Building,Busch Student Center,B,03/21/2017,06:13
151745544,Library of Science,Science Building,B,03/21/2017,17:13
185221957,Quads,Quads,B,03/21/2017,11:06
188235776,Werblin Back Entrance,Busch Suites,B,03/21/2017,01:58
178820837,Hill Center,Hill Center,B,03/21/2017,05:51
128866969,Science Building,Werblin Back Entrance,B,03/21/2017,12:52
133869137,Library of Science,Livingston Plaza,B,03/21/2017,21:19
188669446,Busch Suites,Livingston Student Center,B,03/21/2017,00:05
152182592,Busch Student Center,Library of Science,B,03/21/2017,18:00
147014644,Livingston Plaza,Busch Student Center,B,03/21/2017,06:00
119976469,Livingston Student Center,Science Building,B,03/21/2017,09:03
159133787,Quads,Quads,B,03/21/2017,21:35
111523000,Werblin Back Entrance,Busch Suites,B,03/21/2017,05:53
155429246,Hill Center,Hill Center,B,03/21/2017,14:52
190872353,Science Building,Werblin Back Entrance,B,03/21/2017,14:56
126342095,Library of Science,Livingston Plaza,B,03/21/2017,13:22
145042478,Busch Suites,Livingston Student Center,B,03/21/2017,11:41
185295745,Busch Student Center,Library of Science,B,03/21/2017,21:21
102471454,Livingston Plaza,Busch Student Center,B,03/21/2017,18:33
102877263,Livingston Student Center,Science Building,B,03/21/2017,18:25
128287598,Quads,Quads,B,03/21/2017,00:39
147193840,Werblin Back Entrance,Busch Suites,B,03/21/2017,10:35
132068799,Hill Center,Hill Center,B,03/21/2017,20:16
199196115,Science Building,Werblin Back Entrance,B,03/21/2017,23:05
189839289,Library of Science,Livingston Plaza,B,03/21/2017,10:56
199372888,Quads,Livingston Student Center,B,03/21/2017,07:07
198418057,Werblin Back Entrance,Library of Science,B,03/21/2017,10:07
139792628,Hill Center,Busch Student Center,B,03/21/2017,12:36
110462229,Science Building,Science Building,B,03/21/2017,19:54
126331528,Library of Science,Quads,B,03/21/2017,00:03
195476557,Busch Suites,Busch Suites,B,03/21/2017,02:18
127173287,Busch Student Center,Hill Center,B,03/21/2017,02:06
109081754,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,01:17
164296008,Livingston Student Center,Livingston Plaza,B,03/21/2017,12:07
166089212,Quads,Livingston Student Center,B,03/21/2017,12:55
127620295,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,01:38
152567245,Hill Center,Livingston Plaza,B,03/21/2017,01:33
110159233,Science Building,Livingston Student Center,B,03/21/2017,23:32
170132742,Library of Science,Library of Science,B,03/21/2017,04:26
196006593,Busch Suites,Busch Student Center,B,03/21/2017,11:12
116314933,Busch Student Center,Science Building,B,03/21/2017,11:50
127962397,Livingston Plaza,Quads,B,03/21/2017,10:42
115799272,Livingston Student Center,Busch Suites,B,03/21/2017,00:35
157969973,Quads,Hill Center,B,03/21/2017,13:37
171862022,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,05:05
177144573,Hill Center,Livingston Plaza,B,03/21/2017,06:44
134192282,Science Building,Livingston Student Center,B,03/21/2017,02:00
172267592,Library of Science,Library of Science,B,03/21/2017,08:12
128000891,Quads,Busch Student Center,B,03/21/2017,07:55
164265255,Werblin Back Entrance,Science Building,B,03/21/2017,17:37
116638788,Hill Center,Quads,B,03/21/2017,00:19
165213395,Science Building,Busch Suites,B,03/21/2017,02:25
193054059,Library of Science,Hill Center,B,03/21/2017,10:56
174312559,Busch Suites,Werblin Back Entrance,B,03/21/2017,02:41
144479365,Busch Student Center,Livingston Plaza,B,03/21/2017,20:26
103368613,Livingston Plaza,Livingston Student Center,B,03/21/2017,05:40
121091253,Livingston Student Center,Library of Science,B,03/21/2017,09:54
150400893,Quads,Busch Student Center,B,03/21/2017,00:51
100978688,Werblin Back Entrance,Science Building,B,03/21/2017,20:14
132806084,Hill Center,Quads,B,03/21/2017,21:59
142483229,Science Building,Busch Suites,B,03/21/2017,02:19
190941319,Library of Science,Hill Center,B,03/21/2017,05:55
196930020,Busch Suites,Werblin Back Entrance,B,03/21/2017,23:31
116429148,Busch Student Center,Livingston Plaza,B,03/21/2017,09:45
190630730,Livingston Plaza,Livingston Student Center,B,03/21/2017,12:13
117666905,Livingston Student Center,Library of Science,B,03/21/2017,03:56
120542691,Quads,Busch Student Center,B,03/21/2017,01:19
185918147,Werblin Back Entrance,Science Building,B,03/21/2017,13:57
156424151,Hill Center,Quads,B,03/21/2017,19:40
121946424,Science Building,Busch Suites,B,03/21/2017,21:16
165031099,Library of Science,Hill Center,B,03/21/2017,18:04
142355191,Quads,Werblin Back Entrance,B,03/21/2017,10:55
100041141,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,07:26
123202089,Hill Center,Livingston Student Center,B,03/21/2017,00:47
142682599,Science Building,Werblin Back Entrance,B,03/21/2017,01:23
121129060,Library of Science,Livingston Plaza,B,03/21/2017,03:38
190103353,Busch Suites,Livingston Student Center,B,03/21/2017,06:14
166919849,Busch Student Center,Library of Science,B,03/21/2017,14:32
102725824,Livingston Plaza,Busch Student Center,B,03/21/2017,19:04
175430686,Livingston Student Center,Science Building,B,03/21/2017,00:52
126562767,Quads,Quads,B,03/21/2017,20:11
157934849,Werblin Back Entrance,Busch Suites,B,03/21/2017,04:31
166257088,Hill Center,Hill Center,B,03/21/2017,15:27
126144709,Science Building,Werblin Back Entrance,B,03/21/2017,21:02
143249402,Library of Science,Livingston Plaza,B,03/21/2017,23:36
190403535,Busch Suites,Livingston Student Center,B,03/21/2017,05:32
124773662,Busch Student Center,Library of Science,B,03/21/2017,07:38
138953935,Livingston Plaza,Busch Student Center,B,03/21/2017,00:29
114807963,Livingston Student Center,Science Building,B,03/21/2017,21:00
107025372,Quads,Quads,B,03/21/2017,18:58
107054771,Werblin Back Entrance,Busch Suites,B,03/21/2017,12:01
141454188,Hill Center,Hill Center,B,03/21/2017,07:08
118765103,Science Building,Werblin Back Entrance,B,03/21/2017,10:35
143831702,Library of Science,Livingston Plaza,B,03/21/2017,02:14
198784866,Quads,Livingston Student Center,B,03/21/2017,08:53
153998232,Werblin Back Entrance,Library of Science,B,03/21/2017,05:40
118433384,Hill Center,Busch Student Center,B,03/21/2017,02:13
114151102,Science Building,Science Building,B,03/21/2017,02:48
149612539,Library of Science,Quads,B,03/21/2017,04:17
118881203,Busch Suites,Busch Suites,B,03/21/2017,06:23
195446404,Busch Student Center,Hill Center,B,03/21/2017,00:59
174373412,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,17:19
157109924,Livingston Student Center,Livingston Plaza,B,03/21/2017,22:23
125597958,Quads,Livingston Student Center,B,03/21/2017,12:37
192794075,Werblin Back Entrance,Library of Science,B,03/21/2017,14:14
121305041,Hill Center,Busch Student Center,B,03/21/2017,15:58
152712878,Science Building,Science Building,B,03/21/2017,03:26
106556013,Library of Science,Quads,B,03/21/2017,06:05
183435121,Busch Suites,Busch Suites,B,03/21/2017,01:17
158214163,Busch Student Center,Hill Center,B,03/21/2017,11:48
186839057,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,21:01
158526500,Livingston Student Center,Livingston Plaza,B,03/21/2017,09:41
167808997,Quads,Livingston Student Center,B,03/21/2017,17:06
127286108,Werblin Back Entrance,Werblin Back Entrance,B,03/21/2017,14:58
168643415,Hill Center,Livingston Plaza,B,03/21/2017,10:29
112911924,Science Building,Livingston Student Center,B,03/21/2017,02:28
115278074,Library of Science,Library of Science,B,03/21/2017,09:08
167396961,Quads,Busch Student Center,B,03/21/2017,01:38
125082895,Werblin Back Entrance,Science Building,B,03/21/2017,21:31
154623603,Hill Center,Quads,B,03/21/2017,11:09
122771405,Science Building,Busch Suites,B,03/21/2017,11:57
189568613,Library of Science,Hill Center,B,03/21/2017,01:33
196691086,Busch Suites,Werblin Back Entrance,B,03/21/2017,04:11
148045222,Busch Student Center,Livingston Plaza,B,03/21/2017,10:13
153271090,Livingston Plaza,Livingston Student Center,B,03/21/2017,10:05
124120154,Livingston Student Center,Library of Science,B,03/21/2017,13:55
157244349,Quads,Busch Student Center,B,03/21/2017,19:21
116137970,Werblin Back Entrance,Science Building,B,03/21/2017,00:53
180007373,Hill Center,Quads,B,03/21/2017,15:54
127064397,Science Building,Busch Suites,B,03/21/2017,22:26
160290964,Library of Science,Hill Center,B,03/21/2017,04:13
194440098,Busch Suites,Werblin Back Entrance,B,03/21/2017,03:07
132208299,Busch Student Center,Livingston Plaza,B,03/21/2017,02:32
184062334,Livingston Plaza,Livingston Student Center,B,03/21/2017,06:32
109489245,Livingston Student Center,Library of Science,B,03/21/2017,05:34
117515113,Quads,Busch Student Center,B,03/21/2017,13:28
170777596,Werblin Back Entrance,Science Building,B,03/21/2017,16:40
104217296,Hill Center,Quads,B,03/21/2017,16:12
180259436,Science Building,Busch Suites,B,03/21/2017,05:16
180824202,Library of Science,Hill Center,B,03/21/2017,07:54
179322967,Quads,Werblin Back Entrance,B,03/21/2017,23:12
193658088,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,23:51
157723432,Hill Center,Livingston Student Center,B,03/21/2017,12:44
148949050,Science Building,Library of Science,B,03/21/2017,05:43
130192561,Library of Science,Busch Student Center,B,03/21/2017,01:11
196103884,Busch Suites,Science Building,B,03/21/2017,17:52
148644092,Busch Student Center,Quads,B,03/21/2017,15:37
186222727,Livingston Plaza,Busch Suites,B,03/21/2017,12:51
144823028,Livingston Student Center,Hill Center,B,03/21/2017,06:28
184907457,Quads,Werblin Back Entrance,B,03/21/2017,01:34
185068267,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,00:02
117855519,Hill Center,Livingston Student Center,B,03/21/2017,03:08
184866374,Science Building,Werblin Back Entrance,B,03/21/2017,07:22
180442635,Library of Science,Livingston Plaza,B,03/21/2017,12:23
117434279,Busch Suites,Livingston Student Center,B,03/21/2017,07:44
113666352,Busch Student Center,Library of Science,B,03/21/2017,02:32
118596127,Livingston Plaza,Busch Student Center,B,03/21/2017,02:53
152049549,Livingston Student Center,Science Building,B,03/21/2017,04:43
111190034,Quads,Quads,B,03/21/2017,19:00
184689739,Werblin Back Entrance,Busch Suites,B,03/21/2017,13:16
122567063,Hill Center,Hill Center,B,03/21/2017,03:33
145819977,Science Building,Werblin Back Entrance,B,03/21/2017,14:38
107428052,Library of Science,Livingston Plaza,B,03/21/2017,16:18
104163484,Quads,Livingston Student Center,B,03/21/2017,04:40
146345215,Werblin Back Entrance,Library of Science,B,03/21/2017,12:31
118172266,Hill Center,Busch Student Center,B,03/21/2017,23:53
182579974,Science Building,Science Building,B,03/21/2017,02:35
132704404,Library of Science,Quads,B,03/21/2017,19:37
186564009,Busch Suites,Busch Suites,B,03/21/2017,01:04
103475326,Busch Student Center,Hill Center,B,03/21/2017,15:42
194315232,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,08:31
127447004,Livingston Student Center,Livingston Plaza,B,03/21/2017,05:52
123307602,Quads,Livingston Student Center,B,03/21/2017,20:56
174272348,Werblin Back Entrance,Library of Science,B,03/21/2017,17:01
150644004,Hill Center,Busch Student Center,B,03/21/2017,15:07
150657573,Science Building,Science Building,B,03/21/2017,22:45
181003942,Library of Science,Quads,B,03/21/2017,03:29
157757589,Busch Suites,Busch Suites,B,03/21/2017,14:57
106052473,Busch Student Center,Hill Center,B,03/21/2017,01:05
156519496,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,05:39
165953398,Livingston Student Center,Livingston Plaza,B,03/21/2017,12:58
191718267,Quads,Livingston Student Center,B,03/21/2017,06:44
137049622,Werblin Back Entrance,Library of Science,B,03/21/2017,11:04
170601901,Hill Center,Busch Student Center,B,03/21/2017,23:21
113044593,Science Building,Science Building,B,03/21/2017,08:47
140694558,Library of Science,Quads,B,03/21/2017,15:08
151001825,Quads,Busch Suites,B,03/21/2017,05:04
162396448,Werblin Back Entrance,Hill Center,B,03/21/2017,03:51
157303649,Hill Center,Werblin Back Entrance,B,03/21/2017,12:21
191789292,Science Building,Livingston Plaza,B,03/21/2017,02:49
175165662,Library of Science,Livingston Student Center,B,03/21/2017,20:07
167437909,Busch Suites,Werblin Back Entrance,B,03/21/2017,01:10
131960002,Busch Student Center,Livingston Plaza,B,03/21/2017,11:44
148160899,Livingston Plaza,Livingston Student Center,B,03/21/2017,23:48
167996746,Livingston Student Center,Library of Science,B,03/21/2017,18:02
126748431,Quads,Busch Student Center,B,03/21/2017,13:57
177358833,Werblin Back Entrance,Science Building,B,03/21/2017,22:37
181448103,Hill Center,Quads,B,03/21/2017,12:12
185853896,Science Building,Busch Suites,B,03/21/2017,12:51
161090298,Library of Science,Hill Center,B,03/21/2017,09:48
179022311,Busch Suites,Werblin Back Entrance,B,03/21/2017,23:45
173221402,Busch Student Center,Livingston Plaza,B,03/21/2017,16:58
192674970,Livingston Plaza,Livingston Student Center,B,03/21/2017,18:48
188142063,Livingston Student Center,Library of Science,B,03/21/2017,05:02
139059834,Quads,Busch Student Center,B,03/21/2017,09:54
161871726,Werblin Back Entrance,Science Building,B,03/21/2017,19:38
167039209,Hill Center,Quads,B,03/21/2017,23:24
185689578,Science Building,Busch Suites,B,03/21/2017,20:16
104390619,Library of Science,Hill Center,B,03/21/2017,10:45
143302163,Quads,Werblin Back Entrance,B,03/21/2017,05:31
141667103,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,17:18
152039497,Hill Center,Livingston Student Center,B,03/21/2017,08:39
193161764,Science Building,Library of Science,B,03/21/2017,17:18
143694698,Library of Science,Busch Student Center,B,03/21/2017,21:40
112544377,Busch Suites,Science Building,B,03/21/2017,15:44
170028710,Busch Student Center,Quads,B,03/21/2017,23:48
120234410,Livingston Plaza,Busch Suites,B,03/21/2017,13:42
154648838,Livingston Student Center,Hill Center,B,03/21/2017,04:57
198006559,Quads,Werblin Back Entrance,B,03/21/2017,19:53
155515407,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,14:11
127436199,Hill Center,Livingston Student Center,B,03/21/2017,04:50
163794243,Science Building,Library of Science,B,03/21/2017,07:26
198528583,Library of Science,Busch Student Center,B,03/21/2017,01:18
124540771,Busch Suites,Science Building,B,03/21/2017,16:08
152414932,Busch Student Center,Quads,B,03/21/2017,20:55
162592155,Livingston Plaza,Busch Suites,B,03/21/2017,05:47
107099423,Livingston Student Center,Hill Center,B,03/21/2017,19:42
128363406,Quads,Werblin Back Entrance,B,03/21/2017,21:31
193868490,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,06:39
186445605,Hill Center,Livingston Student Center,B,03/21/2017,12:36
119797858,Science Building,Werblin Back Entrance,B,03/21/2017,23:08
100911852,Library of Science,Livingston Plaza,B,03/21/2017,17:16
187793504,Quads,Livingston Student Center,B,03/21/2017,20:34
181191239,Werblin Back Entrance,Library of Science,B,03/21/2017,08:16
178759809,Hill Center,Busch Student Center,B,03/21/2017,05:47
190931089,Science Building,Science Building,B,03/21/2017,21:07
150086621,Library of Science,Quads,B,03/21/2017,16:28
185264071,Busch Suites,Busch Suites,B,03/21/2017,01:27
186034387,Busch Student Center,Hill Center,B,03/21/2017,17:45
199916636,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,23:34
124451290,Livingston Student Center,Livingston Plaza,B,03/21/2017,08:06
192552373,Quads,Livingston Student Center,B,03/21/2017,14:17
192856666,Werblin Back Entrance,Library of Science,B,03/21/2017,01:12
183573173,Hill Center,Busch Student Center,B,03/21/2017,16:10
113344868,Science Building,Science Building,B,03/21/2017,02:44
170649401,Library of Science,Quads,B,03/21/2017,16:25
137280187,Busch Suites,Busch Suites,B,03/21/2017,12:50
191946742,Busch Student Center,Hill Center,B,03/21/2017,06:52
112753744,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,21:44
125293454,Livingston Student Center,Livingston Plaza,B,03/21/2017,05:38
199297662,Quads,Livingston Student Center,B,03/21/2017,17:08
125227779,Werblin Back Entrance,Library of Science,B,03/21/2017,03:23
168652349,Hill Center,Busch Student Center,B,03/21/2017,10:53
148690995,Science Building,Science Building,B,03/21/2017,10:47
186516975,Library of Science,Quads,B,03/21/2017,13:53
197581596,Quads,Busch Suites,B,03/21/2017,04:46
184778180,Werblin Back Entrance,Hill Center,B,03/21/2017,05:30
109318544,Hill Center,Werblin Back Entrance,B,03/21/2017,14:29
173754626,Science Building,Livingston Plaza,B,03/21/2017,14:24
179351566,Library of Science,Livingston Student Center,B,03/21/2017,17:52
117669795,Busch Suites,Library of Science,B,03/21/2017,19:24
154814680,Busch Student Center,Busch Student Center,B,03/21/2017,23:15
121992769,Livingston Plaza,Science Building,B,03/21/2017,17:02
179996131,Livingston Student Center,Quads,B,03/21/2017,07:04
141673050,Quads,Busch Suites,B,03/21/2017,05:59
145173050,Werblin Back Entrance,Hill Center,B,03/21/2017,19:36
100808096,Hill Center,Werblin Back Entrance,B,03/21/2017,04:16
197788198,Science Building,Livingston Plaza,B,03/21/2017,11:26
182892419,Library of Science,Livingston Student Center,B,03/21/2017,18:11
119626049,Busch Suites,Werblin Back Entrance,B,03/21/2017,00:13
190672021,Busch Student Center,Livingston Plaza,B,03/21/2017,22:09
158098365,Livingston Plaza,Livingston Student Center,B,03/21/2017,03:45
172669655,Livingston Student Center,Library of Science,B,03/21/2017,06:45
187899752,Quads,Busch Student Center,B,03/21/2017,00:23
147356127,Werblin Back Entrance,Science Building,B,03/21/2017,00:53
120923535,Hill Center,Quads,B,03/21/2017,07:30
199569168,Science Building,Busch Suites,B,03/21/2017,06:01
197253832,Library of Science,Hill Center,B,03/21/2017,01:44
138005526,Quads,Werblin Back Entrance,B,03/21/2017,05:26
104369302,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,20:50
108960633,Hill Center,Livingston Student Center,B,03/21/2017,13:11
104199636,Science Building,Library of Science,B,03/21/2017,15:38
105093624,Library of Science,Busch Student Center,B,03/21/2017,17:29
191207968,Busch Suites,Science Building,B,03/21/2017,19:46
165715778,Busch Student Center,Quads,B,03/21/2017,05:36
166281472,Livingston Plaza,Busch Suites,B,03/21/2017,10:23
101578938,Livingston Student Center,Hill Center,B,03/21/2017,04:57
170417245,Quads,Werblin Back Entrance,B,03/21/2017,00:14
188162406,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,18:07
107243452,Hill Center,Livingston Student Center,B,03/21/2017,18:10
155474410,Science Building,Library of Science,B,03/21/2017,21:43
189727788,Library of Science,Busch Student Center,B,03/21/2017,15:12
146143470,Busch Suites,Science Building,B,03/21/2017,18:21
168836222,Busch Student Center,Quads,B,03/21/2017,04:47
148617414,Livingston Plaza,Busch Suites,B,03/21/2017,15:31
190488218,Livingston Student Center,Hill Center,B,03/21/2017,17:45
102175552,Quads,Werblin Back Entrance,B,03/21/2017,11:14
121665762,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,21:12
147298495,Hill Center,Livingston Student Center,B,03/21/2017,09:05
173529632,Science Building,Library of Science,B,03/21/2017,22:36
198595890,Library of Science,Busch Student Center,B,03/21/2017,15:42
145060536,Quads,Science Building,B,03/21/2017,11:18
194405884,Werblin Back Entrance,Quads,B,03/21/2017,03:57
187440465,Hill Center,Busch Suites,B,03/21/2017,01:43
122040418,Science Building,Hill Center,B,03/21/2017,20:39
178880279,Library of Science,Werblin Back Entrance,B,03/21/2017,16:37
176938568,Busch Suites,Livingston Plaza,B,03/21/2017,11:50
125593093,Busch Student Center,Livingston Student Center,B,03/21/2017,20:45
134416653,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,06:20
181528654,Livingston Student Center,Livingston Plaza,B,03/21/2017,08:49
130969545,Quads,Livingston Student Center,B,03/21/2017,18:16
198570781,Werblin Back Entrance,Library of Science,B,03/21/2017,03:22
171320986,Hill Center,Busch Student Center,B,03/21/2017,16:05
171285712,Science Building,Science Building,B,03/21/2017,17:38
105203611,Library of Science,Quads,B,03/21/2017,07:07
109743845,Busch Suites,Busch Suites,B,03/21/2017,12:45
108276010,Busch Student Center,Hill Center,B,03/21/2017,13:07
167990211,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,08:20
143222413,Livingston Student Center,Livingston Plaza,B,03/21/2017,17:29
152648701,Quads,Livingston Student Center,B,03/21/2017,06:31
156480628,Werblin Back Entrance,Library of Science,B,03/21/2017,03:38
108847665,Hill Center,Busch Student Center,B,03/21/2017,01:57
161728668,Science Building,Science Building,B,03/21/2017,13:47
122620501,Library of Science,Quads,B,03/21/2017,01:51
119981233,Quads,Busch Suites,B,03/21/2017,23:54
139010776,Werblin Back Entrance,Hill Center,B,03/21/2017,04:49
131954862,Hill Center,Werblin Back Entrance,B,03/21/2017,13:10
144306951,Science Building,Livingston Plaza,B,03/21/2017,02:43
126622761,Library of Science,Livingston Student Center,B,03/21/2017,19:21
167510617,Busch Suites,Library of Science,B,03/21/2017,06:47
144516706,Busch Student Center,Busch Student Center,B,03/21/2017,13:57
170011102,Livingston Plaza,Science Building,B,03/21/2017,20:53
132248167,Livingston Student Center,Quads,B,03/21/2017,09:07
130365517,Quads,Busch Suites,B,03/21/2017,00:42
130843917,Werblin Back Entrance,Hill Center,B,03/21/2017,12:38
143034330,Hill Center,Werblin Back Entrance,B,03/21/2017,18:38
182170024,Science Building,Livingston Plaza,B,03/21/2017,00:16
